servlets.FullTextSearch.doGet [594120637,257645038]
19-Mar-2017 21:22:51.781 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [1488982,1267693]
19-Mar-2017 21:22:51.824 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1564365,1287452]
19-Mar-2017 21:22:51.867 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [1631373,1359625]
19-Mar-2017 21:22:51.910 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [1417836,1150392]
19-Mar-2017 21:22:51.952 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [913812,729137]
19-Mar-2017 21:22:51.996 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [1602260,1315996]
19-Mar-2017 21:22:52.039 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [1608858,1292139]
19-Mar-2017 21:22:52.084 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1072484,829899]
19-Mar-2017 21:22:52.126 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [1488403,1219190]
19-Mar-2017 21:22:52.168 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1407699,1173877]
19-Mar-2017 21:22:52.211 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [1599823,1366010]
19-Mar-2017 21:22:52.256 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1652636,1393617]
19-Mar-2017 21:22:52.299 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [1528677,1304112]
19-Mar-2017 21:22:52.342 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [952878,739997]
19-Mar-2017 21:22:52.385 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [1379090,1154786]
19-Mar-2017 21:22:52.430 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [1422644,1197693]
19-Mar-2017 21:22:52.471 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [1447279,1214161]
19-Mar-2017 21:22:52.519 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1577018,1329503]
19-Mar-2017 21:22:52.564 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [1555149,1300281]
19-Mar-2017 21:22:52.616 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [864166,631411]
19-Mar-2017 21:22:52.659 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [1524640,1269719]
19-Mar-2017 21:22:52.704 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1479925,1239783]
19-Mar-2017 21:22:52.790 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [902561,719701]
19-Mar-2017 21:22:52.838 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [880117,674997]
19-Mar-2017 21:22:52.883 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [895986,698281]
19-Mar-2017 21:22:52.929 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [1492168,1237787]
19-Mar-2017 21:22:52.972 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1577037,1341577]
19-Mar-2017 21:22:53.015 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [892066,673229]
19-Mar-2017 21:22:53.058 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1688217,1518785]
19-Mar-2017 21:22:53.100 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [2406036,2157161]
19-Mar-2017 21:22:53.144 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1594186,1359294]
19-Mar-2017 21:22:53.194 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [1464609,1240109]
19-Mar-2017 21:22:53.236 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [1636103,1402271]
19-Mar-2017 21:22:53.282 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [1021955,793730]
19-Mar-2017 21:22:53.341 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [858998,655050]
19-Mar-2017 21:22:53.384 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [1515275,1288492]
19-Mar-2017 21:22:53.426 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1421955,1203022]
19-Mar-2017 21:22:53.468 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [1495749,1263505]
19-Mar-2017 21:22:53.513 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [2707787,2442772]
19-Mar-2017 21:22:53.557 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [1472317,1240195]
19-Mar-2017 21:22:53.599 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [945168,761654]
19-Mar-2017 21:22:53.642 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [1903143,1662602]
19-Mar-2017 21:22:53.684 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [1511251,1294868]
19-Mar-2017 21:22:53.726 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [878929,667244]
19-Mar-2017 21:22:53.779 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [1472832,1234400]
19-Mar-2017 21:22:53.826 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [1561647,1278644]
19-Mar-2017 21:22:53.869 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1505958,1227545]
19-Mar-2017 21:22:53.911 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [845521,626528]
19-Mar-2017 21:22:53.957 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [846229,655211]
19-Mar-2017 21:22:53.998 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [819940,583805]
19-Mar-2017 21:22:54.043 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1508149,1279604]
19-Mar-2017 21:22:54.085 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [1382897,1162678]
19-Mar-2017 21:22:54.127 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [1456960,1227377]
19-Mar-2017 21:22:54.171 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [2451287,2179380]
19-Mar-2017 21:22:54.215 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [1406943,1183189]
19-Mar-2017 21:22:54.257 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [1417757,1177879]
19-Mar-2017 21:22:54.307 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1524773,1295886]
19-Mar-2017 21:22:54.354 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [1563998,1278113]
19-Mar-2017 21:22:54.397 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1504990,1268940]
19-Mar-2017 21:22:54.440 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [1464122,1228967]
19-Mar-2017 21:22:54.484 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1644976,1388032]
19-Mar-2017 21:22:54.527 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [1598041,1372741]
19-Mar-2017 21:22:54.571 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [1339761,1117580]
19-Mar-2017 21:22:54.629 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [1392596,1158523]
19-Mar-2017 21:22:54.673 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [1390717,1185676]
19-Mar-2017 21:22:54.719 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [1604688,1380392]
19-Mar-2017 21:22:54.809 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [2485140,1685728]
19-Mar-2017 21:22:54.853 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1452837,1233354]
19-Mar-2017 21:22:54.899 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [1460942,1239828]
19-Mar-2017 21:22:54.949 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1444084,1202098]
19-Mar-2017 21:22:54.991 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [833512,633588]
19-Mar-2017 21:22:55.034 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [820020,625753]
19-Mar-2017 21:22:55.074 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [937854,743467]
19-Mar-2017 21:22:55.115 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [1461487,1222559]
19-Mar-2017 21:22:55.157 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [1333289,1114957]
19-Mar-2017 21:22:55.199 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1915987,1669132]
19-Mar-2017 21:22:55.242 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [1644863,1402478]
19-Mar-2017 21:22:55.308 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1962441,1739058]
19-Mar-2017 21:22:55.351 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [1418216,1207068]
19-Mar-2017 21:22:55.399 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1570955,1335041]
19-Mar-2017 21:22:55.441 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [944113,745370]
19-Mar-2017 21:22:55.494 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [2606502,2307433]
19-Mar-2017 21:22:55.537 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [1452803,1217064]
19-Mar-2017 21:22:55.580 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [1892573,1627994]
19-Mar-2017 21:22:55.623 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [930669,721116]
19-Mar-2017 21:22:55.665 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1534166,1307760]
19-Mar-2017 21:22:55.706 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [875404,664865]
19-Mar-2017 21:22:55.747 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1508075,1280865]
19-Mar-2017 21:22:55.789 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [1426746,1195121]
19-Mar-2017 21:22:55.831 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [765160,585601]
19-Mar-2017 21:22:55.871 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [1475320,1247823]
19-Mar-2017 21:22:55.912 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [974364,785857]
19-Mar-2017 21:22:55.954 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [1442721,1210674]
19-Mar-2017 21:22:55.995 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [815486,634616]
19-Mar-2017 21:22:56.037 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [1606090,1290200]
19-Mar-2017 21:22:56.080 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1613333,1322662]
19-Mar-2017 21:22:56.123 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [1476774,1249186]
19-Mar-2017 21:22:56.165 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1406699,1178937]
19-Mar-2017 21:22:56.208 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [1620842,1375384]
19-Mar-2017 21:22:56.251 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1519776,1266436]
19-Mar-2017 21:22:56.295 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [1527610,1294815]
19-Mar-2017 21:22:56.338 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [1445950,1222122]
19-Mar-2017 21:22:56.384 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [926314,746164]
19-Mar-2017 21:22:56.427 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [1481248,1223665]
19-Mar-2017 21:22:56.471 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [1430558,1209729]
19-Mar-2017 21:22:56.514 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1457033,1232893]
19-Mar-2017 21:22:56.557 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [1378889,1158017]
19-Mar-2017 21:22:56.599 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [822499,618999]
19-Mar-2017 21:22:56.642 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [1912177,1681978]
19-Mar-2017 21:22:56.697 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1564163,1323177]
19-Mar-2017 21:22:56.741 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [1916356,1685229]
19-Mar-2017 21:22:56.834 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [846483,633865]
19-Mar-2017 21:22:56.878 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [769448,589213]
19-Mar-2017 21:22:56.921 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [1529919,1300076]
19-Mar-2017 21:22:56.964 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [910290,719671]
19-Mar-2017 21:22:57.009 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [1445609,1197537]
19-Mar-2017 21:22:57.051 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [772555,586007]
19-Mar-2017 21:22:57.096 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [1602027,1381438]
19-Mar-2017 21:22:57.142 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1500784,1268328]
19-Mar-2017 21:22:57.185 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [1448804,1210744]
19-Mar-2017 21:22:57.227 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [1497305,1283913]
19-Mar-2017 21:22:57.273 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [1506867,1304405]
19-Mar-2017 21:22:57.316 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [1425474,1208166]
19-Mar-2017 21:22:57.360 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [835037,651535]
19-Mar-2017 21:22:57.402 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [780503,602839]
19-Mar-2017 21:22:57.447 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [1493522,1256469]
19-Mar-2017 21:22:57.490 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1557038,1314774]
19-Mar-2017 21:22:57.535 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [1939542,1682199]
19-Mar-2017 21:22:57.578 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [859394,667819]
19-Mar-2017 21:22:57.622 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [885880,691882]
19-Mar-2017 21:22:57.673 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [1554924,1314743]
19-Mar-2017 21:22:57.716 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [1528429,1324954]
19-Mar-2017 21:22:57.759 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [1533889,1312313]
19-Mar-2017 21:22:57.802 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [876970,678528]
19-Mar-2017 21:22:57.845 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1584717,1340557]
19-Mar-2017 21:22:57.887 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [1575898,1326873]
19-Mar-2017 21:22:57.930 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1654675,1409680]
19-Mar-2017 21:22:57.973 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [1501456,1276687]
19-Mar-2017 21:22:58.017 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1411668,1190310]
19-Mar-2017 21:22:58.063 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [1969393,1704539]
19-Mar-2017 21:22:58.106 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [1415054,1195509]
19-Mar-2017 21:22:58.148 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [1392496,1140253]
19-Mar-2017 21:22:58.198 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [915342,717495]
19-Mar-2017 21:22:58.242 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [894432,690132]
19-Mar-2017 21:22:58.287 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1513693,1262291]
19-Mar-2017 21:22:58.330 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [1567009,1318479]
19-Mar-2017 21:22:58.372 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1372778,1136970]
19-Mar-2017 21:22:58.415 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [1474746,1224482]
19-Mar-2017 21:22:58.459 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1852682,1604525]
19-Mar-2017 21:22:58.504 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [1462564,1240555]
19-Mar-2017 21:22:58.547 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [1450691,1225273]
19-Mar-2017 21:22:58.590 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [1484869,1262147]
19-Mar-2017 21:22:58.633 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [760502,591081]
19-Mar-2017 21:22:58.677 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [826479,646723]
19-Mar-2017 21:22:58.721 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1323568,1104643]
19-Mar-2017 21:22:58.764 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [1462953,1251857]
19-Mar-2017 21:22:58.862 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [1652939,811076]
19-Mar-2017 21:22:58.906 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1602591,1387656]
19-Mar-2017 21:22:58.950 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [1560023,1316957]
19-Mar-2017 21:22:58.993 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [1305635,1098172]
19-Mar-2017 21:22:59.036 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [740553,567468]
19-Mar-2017 21:22:59.078 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [846637,624630]
19-Mar-2017 21:22:59.121 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [829593,653456]
19-Mar-2017 21:22:59.162 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [845008,650922]
19-Mar-2017 21:22:59.204 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [833351,650589]
19-Mar-2017 21:22:59.246 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1821563,1559074]
19-Mar-2017 21:22:59.296 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [1307108,1105633]
19-Mar-2017 21:22:59.339 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1436139,1227608]
19-Mar-2017 21:22:59.384 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [991612,780562]
19-Mar-2017 21:22:59.426 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [1377516,1157770]
19-Mar-2017 21:22:59.491 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [1712895,1473423]
19-Mar-2017 21:22:59.534 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [1382456,1159878]
19-Mar-2017 21:22:59.579 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [1969796,1726649]
19-Mar-2017 21:22:59.625 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [804491,624595]
19-Mar-2017 21:22:59.668 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [1394247,1167266]
19-Mar-2017 21:22:59.711 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1440521,1143900]
19-Mar-2017 21:22:59.755 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [1913338,1603611]
19-Mar-2017 21:22:59.797 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [858448,639245]
19-Mar-2017 21:22:59.842 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [1957397,1718699]
19-Mar-2017 21:22:59.886 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [1943052,1716018]
19-Mar-2017 21:22:59.931 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [912312,724394]
19-Mar-2017 21:22:59.974 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [1899898,1640574]
19-Mar-2017 21:23:00.017 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [1437428,1174730]
19-Mar-2017 21:23:00.060 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1515310,1257364]
19-Mar-2017 21:23:00.104 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [1551379,1310622]
19-Mar-2017 21:23:00.155 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [886929,651926]
19-Mar-2017 21:23:00.196 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [933046,744163]
19-Mar-2017 21:23:00.239 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1941099,1689189]
19-Mar-2017 21:23:00.284 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [809610,622445]
19-Mar-2017 21:23:00.327 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [1481815,1256967]
19-Mar-2017 21:23:00.370 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [1855364,1613883]
19-Mar-2017 21:23:00.412 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [1580397,1331282]
19-Mar-2017 21:23:00.455 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [1547606,1326005]
19-Mar-2017 21:23:00.498 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1884115,1650186]
19-Mar-2017 21:23:00.540 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [1734790,1493751]
19-Mar-2017 21:23:00.594 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1654066,1400703]
19-Mar-2017 21:23:00.635 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [879119,688628]
19-Mar-2017 21:23:00.677 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1464641,1248019]
19-Mar-2017 21:23:00.721 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [878627,696777]
19-Mar-2017 21:23:00.768 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [1519711,1308530]
19-Mar-2017 21:23:00.869 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [1440441,1206916]
19-Mar-2017 21:23:00.914 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [1423707,1205413]
19-Mar-2017 21:23:00.955 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [841152,666918]
19-Mar-2017 21:23:00.997 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [1342782,1129225]
19-Mar-2017 21:23:01.038 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1034012,855746]
19-Mar-2017 21:23:01.079 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [863559,651287]
19-Mar-2017 21:23:01.121 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1538984,1297939]
19-Mar-2017 21:23:01.162 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [1021148,827106]
19-Mar-2017 21:23:01.204 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [1682226,1445476]
19-Mar-2017 21:23:01.246 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [1419637,1169955]
19-Mar-2017 21:23:01.288 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [986779,694025]
19-Mar-2017 21:23:01.333 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [2463299,2137945]
19-Mar-2017 21:23:01.375 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1588901,1346266]
19-Mar-2017 21:23:01.419 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [1753578,1313531]
19-Mar-2017 21:23:01.461 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1445775,1213460]
19-Mar-2017 21:23:01.504 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [1461366,1241879]
19-Mar-2017 21:23:01.547 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1426749,1174701]
19-Mar-2017 21:23:01.589 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [937196,747128]
19-Mar-2017 21:23:01.632 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [1935813,1696634]
19-Mar-2017 21:23:01.675 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [931172,745891]
19-Mar-2017 21:23:01.716 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [1564917,1343369]
19-Mar-2017 21:23:01.758 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [1461141,1222611]
19-Mar-2017 21:23:01.801 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1559907,1339290]
19-Mar-2017 21:23:01.842 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [884987,704546]
19-Mar-2017 21:23:01.885 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [2447379,2195696]
19-Mar-2017 21:23:01.927 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [898631,703758]
19-Mar-2017 21:23:01.978 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1404112,1178330]
19-Mar-2017 21:23:02.021 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [2391317,2145217]
19-Mar-2017 21:23:02.064 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [877345,687342]
19-Mar-2017 21:23:02.106 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [1417981,1209355]
19-Mar-2017 21:23:02.149 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [1921333,1685817]
19-Mar-2017 21:23:02.190 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [846627,660948]
19-Mar-2017 21:23:02.234 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1457970,1230477]
19-Mar-2017 21:23:02.277 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [772639,587216]
19-Mar-2017 21:23:02.319 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1527364,1280095]
19-Mar-2017 21:23:02.363 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [1518762,1296153]
19-Mar-2017 21:23:02.414 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1439055,1212450]
19-Mar-2017 21:23:02.456 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [897961,717404]
19-Mar-2017 21:23:02.501 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [1532925,1308917]
