servlets.FullTextSearch.doGet [594120637,257645038]
19-Mar-2017 21:22:18.818 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [1615994,1243273]
19-Mar-2017 21:22:18.861 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1820001,1464682]
19-Mar-2017 21:22:18.914 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [1681014,1310684]
19-Mar-2017 21:22:18.955 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [1026172,694312]
19-Mar-2017 21:22:18.999 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [1841425,1453653]
19-Mar-2017 21:22:19.041 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [1009357,697384]
19-Mar-2017 21:22:19.085 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [1729483,1401335]
19-Mar-2017 21:22:19.129 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1574966,1245676]
19-Mar-2017 21:22:19.178 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [1716600,1352591]
19-Mar-2017 21:22:19.221 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1782273,1446309]
19-Mar-2017 21:22:19.265 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [966219,687362]
19-Mar-2017 21:22:19.310 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [2311113,1941005]
19-Mar-2017 21:22:19.355 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [2148358,1773591]
19-Mar-2017 21:22:19.401 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [2589619,2210539]
19-Mar-2017 21:22:19.458 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [1733166,1362458]
19-Mar-2017 21:22:19.505 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [1126960,849801]
19-Mar-2017 21:22:19.548 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [1000080,720466]
19-Mar-2017 21:22:19.591 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1790207,1431046]
19-Mar-2017 21:22:19.636 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [1640660,1314303]
19-Mar-2017 21:22:19.679 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [2169573,1816710]
19-Mar-2017 21:22:19.723 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [980272,676555]
19-Mar-2017 21:22:19.766 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1713198,1393904]
19-Mar-2017 21:22:19.816 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [1664004,1332787]
19-Mar-2017 21:22:19.861 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [1634271,1294699]
19-Mar-2017 21:22:19.908 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [1623392,1303891]
19-Mar-2017 21:22:19.952 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [992264,706553]
19-Mar-2017 21:22:19.996 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [1622490,1313904]
19-Mar-2017 21:22:20.044 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [2142374,1781679]
19-Mar-2017 21:22:20.088 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [994387,718882]
19-Mar-2017 21:22:20.133 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [2168334,1824733]
19-Mar-2017 21:22:20.177 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [1596231,1272149]
19-Mar-2017 21:22:20.226 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1683054,1363999]
19-Mar-2017 21:22:20.272 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [3540287,3202122]
19-Mar-2017 21:22:20.319 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [2094768,1755769]
19-Mar-2017 21:22:20.365 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [1638534,1252757]
19-Mar-2017 21:22:20.452 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [1733713,1342240]
19-Mar-2017 21:22:20.497 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1681199,1314300]
19-Mar-2017 21:22:20.542 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [995693,687214]
19-Mar-2017 21:22:20.593 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1007037,658586]
19-Mar-2017 21:22:20.637 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [1299918,846663]
19-Mar-2017 21:22:20.684 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1824229,1427254]
19-Mar-2017 21:22:20.726 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [995498,686708]
19-Mar-2017 21:22:20.773 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [2844788,1309442]
19-Mar-2017 21:22:20.821 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [1531760,1236987]
19-Mar-2017 21:22:20.866 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [1646230,1347501]
19-Mar-2017 21:22:20.910 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [1621423,1313428]
19-Mar-2017 21:22:20.955 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1047984,803349]
19-Mar-2017 21:22:21.000 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [1591069,1300907]
19-Mar-2017 21:22:21.047 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1033502,739766]
19-Mar-2017 21:22:21.090 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [1630674,1351656]
19-Mar-2017 21:22:21.132 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [915417,679122]
19-Mar-2017 21:22:21.178 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [1514414,1241913]
19-Mar-2017 21:22:21.224 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [1690254,1410727]
19-Mar-2017 21:22:21.266 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [937169,689302]
19-Mar-2017 21:22:21.310 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [1649986,1363327]
19-Mar-2017 21:22:21.359 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [6322823,6028206]
19-Mar-2017 21:22:21.406 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1678710,1390719]
19-Mar-2017 21:22:21.450 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [972371,702720]
19-Mar-2017 21:22:21.495 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1758945,1446706]
19-Mar-2017 21:22:21.539 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [1019913,748221]
19-Mar-2017 21:22:21.585 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [2055627,1716074]
19-Mar-2017 21:22:21.628 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [1631401,1297587]
19-Mar-2017 21:22:21.674 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [1689550,1332414]
19-Mar-2017 21:22:21.718 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [1660844,1348465]
19-Mar-2017 21:22:21.772 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [2268475,1902209]
19-Mar-2017 21:22:21.817 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [998846,756036]
19-Mar-2017 21:22:21.863 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1070489,812764]
19-Mar-2017 21:22:21.905 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [1602695,1309612]
19-Mar-2017 21:22:21.951 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [946800,677021]
19-Mar-2017 21:22:21.995 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [1625485,1292538]
19-Mar-2017 21:22:22.040 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [2191963,1857534]
19-Mar-2017 21:22:22.085 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [1571302,1272686]
19-Mar-2017 21:22:22.129 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [941587,698580]
19-Mar-2017 21:22:22.174 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [1634333,1346461]
19-Mar-2017 21:22:22.219 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [2503192,2195550]
19-Mar-2017 21:22:22.266 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [1646457,1335804]
19-Mar-2017 21:22:22.315 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1655748,1358985]
19-Mar-2017 21:22:22.359 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [934769,686468]
19-Mar-2017 21:22:22.404 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1600120,1312596]
19-Mar-2017 21:22:22.491 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1672746,1373483]
19-Mar-2017 21:22:22.538 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [1591250,1304613]
19-Mar-2017 21:22:22.588 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [3694169,1406898]
19-Mar-2017 21:22:22.632 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [932755,653709]
19-Mar-2017 21:22:22.680 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [1680367,1358375]
19-Mar-2017 21:22:22.723 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [874217,640436]
19-Mar-2017 21:22:22.777 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1540640,1250585]
19-Mar-2017 21:22:22.821 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [1597877,1306081]
19-Mar-2017 21:22:22.869 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1024497,775574]
19-Mar-2017 21:22:22.913 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [1633733,1347116]
19-Mar-2017 21:22:22.955 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1470051,1177907]
19-Mar-2017 21:22:22.998 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [2003741,1695229]
19-Mar-2017 21:22:23.041 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [1677762,1349095]
19-Mar-2017 21:22:23.085 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [1647898,1307092]
19-Mar-2017 21:22:23.132 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [2184127,1867232]
19-Mar-2017 21:22:23.179 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [1652134,1355949]
19-Mar-2017 21:22:23.223 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1867111,1545128]
19-Mar-2017 21:22:23.268 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [1571368,1278658]
19-Mar-2017 21:22:23.313 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1656435,1358782]
19-Mar-2017 21:22:23.358 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [990136,739237]
19-Mar-2017 21:22:23.403 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [943330,669413]
19-Mar-2017 21:22:23.447 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [1614829,1329012]
19-Mar-2017 21:22:23.494 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [1675040,1398141]
19-Mar-2017 21:22:23.538 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [1678380,1360800]
19-Mar-2017 21:22:23.586 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [1618197,1272139]
19-Mar-2017 21:22:23.629 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [956273,656559]
19-Mar-2017 21:22:23.673 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1605310,1317604]
19-Mar-2017 21:22:23.716 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [945238,699226]
19-Mar-2017 21:22:23.761 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [2112677,1802094]
19-Mar-2017 21:22:23.805 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [1583945,1283778]
19-Mar-2017 21:22:23.849 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1034048,793232]
19-Mar-2017 21:22:23.892 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [1593989,1299076]
19-Mar-2017 21:22:23.945 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [960913,721796]
19-Mar-2017 21:22:23.988 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [952223,704959]
19-Mar-2017 21:22:24.037 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [952739,712715]
19-Mar-2017 21:22:24.080 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [977047,690615]
19-Mar-2017 21:22:24.121 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1694510,1367259]
19-Mar-2017 21:22:24.164 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [2099766,1793828]
19-Mar-2017 21:22:24.209 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1672168,1382195]
19-Mar-2017 21:22:24.252 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [2072646,1753611]
19-Mar-2017 21:22:24.297 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1580971,1291517]
19-Mar-2017 21:22:24.340 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [2069040,1767694]
19-Mar-2017 21:22:24.385 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [949052,711515]
19-Mar-2017 21:22:24.428 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [1638675,1366917]
19-Mar-2017 21:22:24.516 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [1589308,1303708]
19-Mar-2017 21:22:24.561 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [911312,673275]
19-Mar-2017 21:22:24.603 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [990595,756507]
19-Mar-2017 21:22:24.646 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [984625,754871]
19-Mar-2017 21:22:24.689 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [1584068,1292951]
19-Mar-2017 21:22:24.734 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [2069155,1739275]
19-Mar-2017 21:22:24.778 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [1533410,1227732]
19-Mar-2017 21:22:24.824 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [1070994,779237]
19-Mar-2017 21:22:24.879 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [1775370,1449784]
19-Mar-2017 21:22:24.922 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [1668527,1395954]
19-Mar-2017 21:22:24.964 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [961847,728865]
19-Mar-2017 21:22:25.007 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1595635,1285446]
19-Mar-2017 21:22:25.051 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [1605807,1323781]
19-Mar-2017 21:22:25.094 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1676566,1395395]
19-Mar-2017 21:22:25.142 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [1659262,1382190]
19-Mar-2017 21:22:25.188 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1626976,1341867]
19-Mar-2017 21:22:25.230 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [1561466,1278617]
19-Mar-2017 21:22:25.272 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [1655956,1356098]
19-Mar-2017 21:22:25.315 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [1057617,800055]
19-Mar-2017 21:22:25.358 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [1741383,1459392]
19-Mar-2017 21:22:25.405 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [893746,649115]
19-Mar-2017 21:22:25.448 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [2069080,1759060]
19-Mar-2017 21:22:25.490 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [1118658,868094]
19-Mar-2017 21:22:25.534 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1644383,1359199]
19-Mar-2017 21:22:25.586 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [945466,692857]
19-Mar-2017 21:22:25.639 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [865975,612207]
19-Mar-2017 21:22:25.684 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [1616076,1356403]
19-Mar-2017 21:22:25.728 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [1638108,1300232]
19-Mar-2017 21:22:25.770 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [935506,701294]
19-Mar-2017 21:22:25.817 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [1050776,804990]
19-Mar-2017 21:22:25.860 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [1672714,1363269]
19-Mar-2017 21:22:25.906 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1610616,1341669]
19-Mar-2017 21:22:25.950 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [2534926,2229858]
19-Mar-2017 21:22:26.001 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1740497,1416680]
19-Mar-2017 21:22:26.047 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [1777897,1464993]
19-Mar-2017 21:22:26.093 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1598601,1310307]
19-Mar-2017 21:22:26.137 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [1544495,1263538]
19-Mar-2017 21:22:26.183 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [1559814,1261732]
19-Mar-2017 21:22:26.227 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [2009302,1722154]
19-Mar-2017 21:22:26.269 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [1590675,1313241]
19-Mar-2017 21:22:26.312 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [1634717,1353196]
19-Mar-2017 21:22:26.360 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [5015881,4742043]
19-Mar-2017 21:22:26.402 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [916396,686184]
19-Mar-2017 21:22:26.446 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [968343,685606]
19-Mar-2017 21:22:26.538 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1771003,1348509]
19-Mar-2017 21:22:26.584 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [858007,618755]
19-Mar-2017 21:22:26.631 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [5299827,1398136]
19-Mar-2017 21:22:26.677 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [1545213,1254029]
19-Mar-2017 21:22:26.722 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [2567882,2283657]
19-Mar-2017 21:22:26.767 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [1528642,1265092]
19-Mar-2017 21:22:26.817 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1692625,1424172]
19-Mar-2017 21:22:26.862 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [1502513,1223822]
19-Mar-2017 21:22:26.904 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [861425,646405]
19-Mar-2017 21:22:26.948 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [932306,691310]
19-Mar-2017 21:22:26.993 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1495661,1225526]
19-Mar-2017 21:22:27.039 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [1589000,1334210]
19-Mar-2017 21:22:27.084 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [1540437,1266461]
19-Mar-2017 21:22:27.130 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [906687,682916]
19-Mar-2017 21:22:27.172 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [1546383,1280947]
19-Mar-2017 21:22:27.217 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [1052226,837212]
19-Mar-2017 21:22:27.260 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1650088,1357902]
19-Mar-2017 21:22:27.303 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [1646380,1386826]
19-Mar-2017 21:22:27.349 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1629107,1374099]
19-Mar-2017 21:22:27.395 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [858587,623521]
19-Mar-2017 21:22:27.438 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1676972,1410769]
19-Mar-2017 21:22:27.497 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [1556735,1297276]
19-Mar-2017 21:22:27.543 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [1588007,1279407]
19-Mar-2017 21:22:27.586 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [971694,721824]
19-Mar-2017 21:22:27.630 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [1512691,1248102]
19-Mar-2017 21:22:27.672 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [881863,648726]
19-Mar-2017 21:22:27.717 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1988451,1704243]
19-Mar-2017 21:22:27.765 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [2093628,1815512]
19-Mar-2017 21:22:27.817 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1528867,1255159]
19-Mar-2017 21:22:27.861 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [1560022,1300423]
19-Mar-2017 21:22:27.905 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1598741,1325635]
19-Mar-2017 21:22:27.947 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [1052357,822630]
19-Mar-2017 21:22:27.988 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [934028,684333]
19-Mar-2017 21:22:28.032 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [2777256,2424814]
19-Mar-2017 21:22:28.075 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [1560840,1274205]
19-Mar-2017 21:22:28.117 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [875188,665615]
19-Mar-2017 21:22:28.159 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [852756,614541]
19-Mar-2017 21:22:28.200 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [970005,707920]
19-Mar-2017 21:22:28.243 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1598069,1324906]
19-Mar-2017 21:22:28.287 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [1583017,1293162]
19-Mar-2017 21:22:28.341 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1017863,787920]
19-Mar-2017 21:22:28.386 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [1484724,1222367]
19-Mar-2017 21:22:28.429 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [927995,686814]
19-Mar-2017 21:22:28.473 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [1602604,1336244]
19-Mar-2017 21:22:28.559 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [1007671,779494]
19-Mar-2017 21:22:28.602 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [933329,710563]
19-Mar-2017 21:22:28.647 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [861021,635365]
19-Mar-2017 21:22:28.691 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1640698,1359979]
19-Mar-2017 21:22:28.744 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [945434,720265]
19-Mar-2017 21:22:28.788 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [906303,683702]
19-Mar-2017 21:22:28.835 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [1582058,1282612]
19-Mar-2017 21:22:28.884 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [1614337,1300440]
19-Mar-2017 21:22:28.927 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [2149682,1844090]
19-Mar-2017 21:22:28.978 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [1549507,1275429]
19-Mar-2017 21:22:29.025 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [1526286,1256857]
19-Mar-2017 21:22:29.067 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1550646,1244272]
19-Mar-2017 21:22:29.112 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [940453,709480]
19-Mar-2017 21:22:29.156 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1561682,1290180]
19-Mar-2017 21:22:29.202 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [1684545,1414714]
19-Mar-2017 21:22:29.246 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [2498209,2206270]
19-Mar-2017 21:22:29.288 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [1537963,1274429]
19-Mar-2017 21:22:29.330 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [917662,689463]
19-Mar-2017 21:22:29.372 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [1645384,1377564]
19-Mar-2017 21:22:29.416 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [1609418,1337617]
19-Mar-2017 21:22:29.460 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [899104,681502]
19-Mar-2017 21:22:29.505 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1644043,1373789]
19-Mar-2017 21:22:29.548 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [1689924,1365589]
19-Mar-2017 21:22:29.590 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [973441,719494]
19-Mar-2017 21:22:29.634 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [876997,644954]
19-Mar-2017 21:22:29.679 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1498880,1216366]
19-Mar-2017 21:22:29.724 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [2060000,1780669]
19-Mar-2017 21:22:29.767 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [885031,632057]
